Sliven,110558
Haskovo,148065
Stara Zagora,206826
Pazardzhik,138512
Plovdiv,472213
Smolyan,52817
Kardzhali,60318
Sofia-grad,1224175
Sofia-oblast,136133
Pernik,86663
Gabrovo,75456
Lovech,69147
Pleven,146542
Veliko Tarnovo,141139
Montana,72740
Vratsa,87204
Kyustendil,73604
Vidin,45193
Burgas,293857
Yambol,74288
Razgrad,47686
Targovishte,53470
Shumen,92742
Dobrich,102555
Varna,365995
Silistra,42184
Ruse,146332
Blagoevgrad,172047
