Sliven,2153
Haskovo,2686
Stara Zagora,10887
Pazardzhik,3525
Plovdiv,13668
Smolyan,1548
Kardzhali,2183
Sofia-grad,68657
Sofia-oblast,5725
Pernik,1558
Gabrovo,2064
Lovech,1815
Pleven,3454
Veliko Tarnovo,3685
Montana,1716
Vratsa,3272
Kyustendil,1486
Vidin,975
Burgas,7400
Yambol,1707
Razgrad,1611
Targovishte,1661
Shumen,2342
Dobrich,2317
Varna,10348
Silistra,1163
Ruse,3563
Blagoevgrad,4639
