Sliven,6005306
Haskovo,14169974
Stara Zagora,42614018
Pazardzhik,86761532
Plovdiv,93111787
Smolyan,45972698
Kardzhali,7209983
Sofia-grad,219919834
Sofia-oblast,49551508
Pernik,2418665
Gabrovo,10335380
Lovech,21502948
Pleven,6962851
Veliko Tarnovo,18527640
Montana,4670985
Vratsa,4807802
Kyustendil,15632921
Vidin,3953628
Burgas,727645947
Yambol,2769967
Razgrad,2638131
Targovishte,2504726
Shumen,4333450
Dobrich,135833528
Varna,379489695
Silistra,2235851
Ruse,11893366
Blagoevgrad,156754422
