Sliven,3544
Haskovo,5533
Stara Zagora,5151
Pazardzhik,4457
Plovdiv,5973
Smolyan,3193
Kardzhali,3209
Sofia-grad,1341
Sofia-oblast,7062
Pernik,2394
Gabrovo,2023
Lovech,4129
Pleven,4653
Veliko Tarnovo,4662
Montana,3636
Vratsa,3620
Kyustendil,3052
Vidin,3033
Burgas,7748
Yambol,3355
Razgrad,2488
Targovishte,2710
Shumen,3390
Dobrich,4720
Varna,3819
Silistra,2846
Ruse,2803
Blagoevgrad,6449
