Sliven,79
Haskovo,80
Stara Zagora,136
Pazardzhik,123
Plovdiv,342
Smolyan,33
Kardzhali,35
Sofia-grad,700
Sofia-oblast,114
Pernik,71
Gabrovo,41
Lovech,50
Pleven,108
Veliko Tarnovo,99
Montana,46
Vratsa,52
Kyustendil,41
Vidin,31
Burgas,206
Yambol,45
Razgrad,50
Targovishte,36
Shumen,68
Dobrich,80
Varna,226
Silistra,44
Ruse,110
Blagoevgrad,115
